RecDate,Mkt,Series,Sector,Symbol,NameOfTheSecurityInNse,PrevClose,OpenPrice,HighPrice,LowPrice,ClosePrice,TradeValue,TradeQty,IndSec,CoprInd,Trades,52W_High,52W_Low
12/15/2014,N,EQ,Power,NTPC,NTPC LTD,132.95,132.45,134.7,130.95,133,1460544699,10928711,Y, ,39866,168.9,110.65
12/15/2014,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,337.1,335.95,346,335,343.05,1659192420,4861355,Y, ,78279,471.85,264.15
12/15/2014,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,1096.15,1088,1118.35,1086.3,1096.65,1079495726,977507,Y, ,28951,1135.1,509.15
12/15/2014,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,134.8,133.75,135.2,132.95,134.45,211221892.1,1570483,Y, ,15900,150.9,93.25
12/15/2014,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,882.35,877.95,881.8,872,878.8,2536297668,2891112,Y, ,61690,1145.25,793.1
12/15/2014,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,311.35,308.3,316,307.55,310.55,4720558508,15117938,Y, ,150237,2979,291.25
12/15/2014,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,215.9,212.9,215,209,209.9,856905919.8,4052680,Y, ,39054,318.3,168.85
12/15/2014,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,843.35,839,851.95,837,844.2,1204154992,1424914,Y, ,39479,932.5,552.55
12/15/2014,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,499.95,494.9,501.8,492.35,493.95,1915932113,3855125,Y, ,67407,550.7,332.1
12/15/2014,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,84.3,84.4,85.45,83.65,83.85,260478834.5,3090059,Y, ,15704,115.6,71.4
12/15/2014,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,402.7,399,408.35,396,400.95,1928782792,4797611,Y, ,82743,579.9,332
12/15/2014,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2450.7,2384.9,2385,2352.25,2358.65,4134147758,1743894,Y, ,103344,2839.7,1999.5
12/15/2014,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2588.55,2560,2569,2488.55,2495.75,1774054472,705468,Y, ,51950,2734,1676.35
12/15/2014,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,2511.5,2517,2572,2488.05,2536.7,387622763,152979,Y, ,18419,2872,1634
12/15/2014,N,EQ,InfoTech,WIPRO,WIPRO LTD,543.15,537.4,545.9,524.85,541.55,797340768.7,1485285,Y, ,27591,621.9,474.7
12/15/2014,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,361.35,358,368.8,357.9,367.65,552513869.7,1506778,Y, ,23307,402.4,254.15
12/16/2014,N,EQ,Cement,ACC,ACC LIMITED,1435,1426.2,1431.5,1383.95,1391.95,623758081.8,447402,Y, ,21867,1564.65,970.15
12/16/2014,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,228.3,228.05,228.85,218.1,218.9,456548972.8,2062150,Y, ,34972,243.8,150.1
12/16/2014,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,767.25,765,767,752,758.85,691329966,910901,Y, ,52942,809.6,460.2
12/16/2014,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,476.75,475,476.5,465.25,472,2686788829,5702983,Y, ,68012,2043.05,369.05
12/16/2014,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2517.9,2496,2536.8,2475,2494.75,548133279.3,219221,Y, ,17211,2695,1793.2
12/16/2014,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1057.4,1051,1064.2,1002.5,1008.5,1020616666,997096,Y, ,27942,1124.95,511.15
12/16/2014,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,349.95,347,351.75,341,350.05,1183361285,3402781,Y, ,57357,420,281.9
12/16/2014,N,EQ,CapGoods,BHEL,BHEL,248.8,246,253.9,246,247.8,1546617848,6186513,Y, ,68220,291.5,145.55
12/16/2014,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,636.35,630,652.9,629.85,647.45,1338257057,2071218,Y, ,46670,785,316.05
12/16/2014,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,241.9,238,239.8,231.1,235.65,1118771053,4749233,Y, ,58597,386,231.1
12/16/2014,N,EQ,Pharma,CIPLA,CIPLA LTD,632.1,630,631.3,616.9,623.4,943701901,1512132,Y, ,58557,673,366.5
12/16/2014,N,EQ,Metals,COALINDIA,COAL INDIA LTD,377.05,376.4,380.9,363.75,366.75,1681509936,4518753,Y, ,75630,423.7,240.3
12/16/2014,N,EQ,Housing,DLF,DLF LIMITED,144.75,143.3,145.3,137.65,139.25,1559624086,11038101,Y, ,71407,242.95,100.1
12/16/2014,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3355.65,3311.65,3327.85,3119.9,3142.35,3293765465,1037122,Y, ,59518,3666.25,2246.5
12/16/2014,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,422.25,418.45,420.4,411.4,413.5,902506222.3,2174538,Y, ,40165,551.9,332
12/16/2014,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3415.85,3395,3425,3358.7,3365.9,262440495,77745,Y, ,6881,3789,2426.35
12/16/2014,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1485.3,1472,1566.45,1472,1558.9,1674885942,1085514,Y, ,66498,1776.25,1167.9
12/16/2014,N,EQ,FinSrvc,HDFC,HDFC LTD,1124.3,1125.7,1125.7,1082.85,1086.85,2969011941,2712191,Y, ,97629,1177.8,755
12/16/2014,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,941.5,937.55,942,917,925.75,1157731722,1247489,Y, ,22916,965.9,616.8
12/16/2014,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,3145.45,3130,3153.7,3120,3132.75,1777369134,567038,Y, ,34657,3269.95,1907.1
12/16/2014,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,153.2,151,151.85,141.85,144.75,2415683852,16684445,Y, ,116115,198.9,96.7
12/16/2014,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,790.1,792.4,792.4,763,766.65,914858260.4,1179886,Y, ,73880,829.75,537.2
12/16/2014,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,345.25,341.85,342.5,329.25,330.7,4959672194,14881560,Y, ,140149,1798.15,329.25
12/16/2014,N,EQ,FinSrvc,IDFC,IDFC LIMITED,156.95,155.85,158.65,151,151.65,1056409275,6845562,Y, ,32287,166.65,88.05
12/16/2014,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,782.5,780.5,789.6,761.15,763.75,747577861.2,969381,Y, ,19304,799.25,369.5
12/16/2014,N,EQ,InfoTech,INFY,INFOSYS LIMITED,1924.8,1925.7,1951.6,1925.7,1938,8634464450,4448189,Y, ,112848,4402.2,1904.9
12/16/2014,N,EQ,Tobacco,ITC,ITC LTD,392.55,389,390,377.9,380.6,3452519643,9033696,Y, ,79997,400.3,310.35
12/16/2014,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,137.75,136.4,137.8,131,131.95,809604000.6,6065079,Y, ,47076,351,127.7
12/16/2014,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1308.85,1301.05,1306.6,1271,1283.5,1273300717,991343,Y, ,35151,1315.5,630.5
12/16/2014,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1501.2,1490,1511,1478.7,1483.35,2797065488,1873077,Y, ,101926,1776.6,951.5
12/16/2014,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1445.9,1436.05,1447,1418,1425.25,538917564,376895,Y, ,15766,1497.5,855.4
12/16/2014,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1252.3,1240.2,1245,1212.55,1227.5,1296359553,1057066,Y, ,68802,1433.7,846.6
12/16/2014,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3368.75,3345,3383.7,3301.5,3309.85,723187896.5,217196,Y, ,13496,3440,1540.4
12/16/2014,N,EQ,Metals,NMDC,NMDC LTD.,137.5,136.3,137.45,132.1,134.4,315982051.2,2359105,Y, ,31622,196,123.1
12/16/2014,N,EQ,Power,NTPC,NTPC LTD,133,132.4,132.95,126.75,128.3,1293632174,10015045,Y, ,53686,168.9,110.65
12/16/2014,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,343.05,337.9,338.6,329.1,335.55,1693880485,5057415,Y,XD,62626,471.85,264.15
12/16/2014,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,1096.65,1090,1106,1053,1071.85,1678876944,1559813,Y, ,37021,1135.1,509.15
12/16/2014,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,134.45,133.55,134.85,132.15,133.05,360646483.8,2706277,Y, ,20679,150.9,93.25
12/16/2014,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,878.8,876.8,883.25,859.7,864.6,4162772174,4774252,Y, ,95487,1145.25,793.1
12/16/2014,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,310.55,308.1,311,293,295.6,6308692014,20951938,Y, ,211851,2979,291.25
12/16/2014,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,209.9,207.8,208,190.1,193.6,1716841682,8664282,Y, ,69880,318.3,168.85
12/16/2014,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,844.2,840,850.5,825,830.15,1699229450,2031081,Y, ,78717,932.5,552.55
12/16/2014,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,493.95,490,491.7,478.5,481.65,2303735037,4762142,Y, ,130085,550.7,332.1
12/16/2014,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,83.85,83.85,84.5,79.25,79.85,421234480.3,5186863,Y, ,33879,115.6,71.4
12/16/2014,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,400.95,397,402.8,387,389.65,2268037284,5771833,Y, ,81261,579.9,332
12/16/2014,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2358.65,2350,2459.25,2345,2443.05,4051731094,1669570,Y, ,134989,2839.7,1999.5
12/16/2014,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2495.75,2477,2582.95,2477,2534.55,1878373883,736163,Y, ,53814,2734,1676.35
12/16/2014,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,2536.7,2534,2560,2480,2484.85,336212564.1,134938,Y, ,18597,2872,1634
12/16/2014,N,EQ,InfoTech,WIPRO,WIPRO LTD,541.55,539,549.7,535,536.75,1009681440,1861094,Y, ,34328,621.9,474.7
12/16/2014,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,367.65,364,373,363.4,368.25,646966779.7,1752324,Y, ,34057,402.4,254.15
12/17/2014,N,EQ,Cement,ACC,ACC LIMITED,1391.95,1381,1397.45,1364.1,1369.6,654467693.1,473127,Y, ,26231,1564.65,970.15
12/17/2014,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,218.9,218.05,224.6,215.35,220.7,359598752.5,1632038,Y, ,32784,243.8,150.1
12/17/2014,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,758.85,755.1,761.65,719,731.3,1729555505,2346032,Y, ,88352,809.6,460.2
12/17/2014,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,472,468.35,480.5,464.2,474.85,2775843616,5852857,Y, ,73694,2043.05,369.05
12/17/2014,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2494.75,2485.15,2509.5,2444.85,2463.05,693343221.5,280480,Y, ,23010,2695,1793.2
12/17/2014,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1008.5,1000,1022.95,985,1010.1,1588657420,1576541,Y, ,41592,1124.95,511.15
12/17/2014,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,350.05,345.1,349.45,340.1,342.05,1883695638,5479412,Y, ,55775,420,281.9
12/17/2014,N,EQ,CapGoods,BHEL,BHEL,247.8,247,249.75,240.5,245.05,1118339281,4560700,Y, ,61579,291.5,145.55
12/17/2014,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,647.45,645.25,652.05,635.05,647.8,1047065716,1630231,Y, ,44640,785,316.05
12/17/2014,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,235.65,233.3,235.35,228.05,229.2,1007199781,4359087,Y, ,72775,386,228.05
12/17/2014,N,EQ,Pharma,CIPLA,CIPLA LTD,623.4,618,619.7,597.8,605.5,1283722577,2116349,Y, ,57634,673,366.5
12/17/2014,N,EQ,Metals,COALINDIA,COAL INDIA LTD,366.75,365,371.95,359.1,367.25,866437252.5,2365837,Y, ,42426,423.7,240.3
12/17/2014,N,EQ,Housing,DLF,DLF LIMITED,139.25,138.75,140.45,133,133.6,1606103626,11820121,Y, ,78755,242.95,100.1
12/17/2014,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3142.35,3101,3213,3057,3160.35,2551776140,812529,Y, ,75948,3666.25,2246.5
12/17/2014,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,413.5,410.05,421,405.25,416.65,897549948.7,2158771,Y, ,42549,551.9,332
12/17/2014,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3365.9,3343.05,3413.95,3343.05,3355.95,312901581.7,92852,Y, ,4013,3789,2426.35
12/17/2014,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1558.9,1559.9,1560,1510,1539.4,1674571080,1088722,Y, ,53943,1776.25,1167.9
12/17/2014,N,EQ,FinSrvc,HDFC,HDFC LTD,1086.85,1088,1106.3,1080,1088.95,3067119044,2799779,Y, ,86618,1177.8,755
12/17/2014,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,925.75,926,932.5,916,921.85,1626773389,1766004,Y, ,29232,965.9,616.8
12/17/2014,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,3132.75,3120,3177,3051.55,3061.65,1266749795,411233,Y, ,33876,3269.95,1907.1
12/17/2014,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,144.75,143,148.2,139,147.1,1723910206,11916627,Y, ,84821,198.9,96.7
12/17/2014,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,766.65,760.25,773.05,760.25,766.35,1521453209,1984735,Y, ,70416,829.75,537.2
12/17/2014,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,330.7,329.5,338.35,319.2,332.35,7527983441,22855667,Y, ,194934,1798.15,319.2
12/17/2014,N,EQ,FinSrvc,IDFC,IDFC LIMITED,151.65,151.45,154.3,148.55,152.05,982857962.8,6489394,Y, ,40621,166.65,88.05
12/17/2014,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,763.75,761.5,770.95,752.2,759.9,836671474.1,1101172,Y, ,23384,799.25,369.5
12/17/2014,N,EQ,InfoTech,INFY,INFOSYS LIMITED,1938,1936,1955.5,1896.3,1938.5,8629426284,4462944,Y, ,106182,4402.2,1896.3
12/17/2014,N,EQ,Tobacco,ITC,ITC LTD,380.6,377.55,384.7,366.6,371.8,3897421798,10429075,Y, ,122323,400.3,310.35
12/17/2014,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,131.95,131.5,133.15,125.1,128.95,819045005.9,6338329,Y, ,75211,351,125.1
12/17/2014,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1283.5,1276,1276,1238,1244.65,2833964980,2264438,Y, ,71101,1315.5,630.5
12/17/2014,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1483.35,1477.55,1494.2,1450.2,1468.5,5511384191,3746282,Y, ,130493,1776.6,951.5
12/17/2014,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1425.25,1416.8,1424.95,1342.4,1392.55,1185815028,853528,Y, ,29797,1497.5,855.4
12/17/2014,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1227.5,1208.3,1228.8,1200,1219.15,1256406253,1031565,Y, ,52074,1433.7,846.6
12/17/2014,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3309.85,3290,3315,3250.75,3261.95,873044271.9,267012,Y, ,14930,3440,1540.4
12/17/2014,N,EQ,Metals,NMDC,NMDC LTD.,134.4,133.1,139.3,133.1,137.3,416207775,3028402,Y, ,28530,196,123.1
12/17/2014,N,EQ,Power,NTPC,NTPC LTD,128.3,129.7,129.85,126.7,128.1,686008396.9,5362361,Y, ,48034,168.9,110.65
12/17/2014,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,335.55,335.45,345,331.05,343,2172076061,6394560,Y, ,94452,471.85,264.15
12/17/2014,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,1071.85,1066.3,1094.75,1042,1086.05,1350317634,1260197,Y, ,33845,1135.1,509.15
12/17/2014,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,133.05,132.6,134.35,129.6,131,499009111.9,3802717,Y, ,22248,150.9,93.25
12/17/2014,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,864.6,865.25,874.9,864.45,869.5,4132820407,4749947,Y, ,110568,1145.25,793.1
12/17/2014,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,295.6,294.4,306.4,287,301.75,8425805452,28290440,Y, ,273555,2979,287
12/17/2014,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,193.6,194.1,202.25,191.15,200.9,1659684482,8381762,Y, ,103785,318.3,168.85
12/17/2014,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,830.15,830.25,836.15,798.35,811.35,2276903056,2794594,Y, ,85037,932.5,552.55
12/17/2014,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,481.65,478.6,486.4,468.65,475.8,2934724045,6172599,Y, ,80878,550.7,332.1
12/17/2014,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,79.85,80.3,80.9,76.55,78.5,408777548.8,5203187,Y, ,26729,115.6,71.4
12/17/2014,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,389.65,394,404.9,387.05,393.45,3186668525,8016501,Y, ,128840,579.9,332
12/17/2014,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2443.05,2453.4,2470,2405.25,2444.1,2796418558,1143538,Y, ,70509,2839.7,1999.5
12/17/2014,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2534.55,2540.1,2561.95,2461.4,2495.75,983635380.5,392769,Y, ,24777,2734,1676.35
12/17/2014,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,2484.85,2487,2517.8,2430.9,2439.3,396033078.2,160929,Y, ,16802,2872,1634
12/17/2014,N,EQ,InfoTech,WIPRO,WIPRO LTD,536.75,535,543,527.65,535.15,1170621849,2189924,Y, ,43357,621.9,474.7
12/17/2014,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,368.25,365.15,372.45,361.85,369.3,553591089,1508248,Y, ,31845,402.4,254.15
12/18/2014,N,EQ,Cement,ACC,ACC LIMITED,1369.6,1376,1401.4,1371.15,1379.95,425333242.7,306651,Y, ,9511,1564.65,970.15
12/18/2014,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,220.7,221.35,225.7,221.35,223.95,361944936.6,1612940,Y, ,24432,243.8,150.1
12/18/2014,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,731.3,737.2,748.8,735.2,744.95,838721896.3,1127699,Y, ,41700,809.6,460.2
12/18/2014,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,474.85,483,490,480,487.95,1833129221,3782348,Y, ,51043,2043.05,369.05
12/18/2014,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2463.05,2480.5,2528.6,2471,2503.15,717394954,287186,Y, ,13183,2695,1793.2
12/18/2014,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1010.1,1033,1063.05,1025.4,1055.15,1215638312,1167065,Y, ,31869,1124.95,511.15
12/18/2014,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,342.05,344.15,349.2,343.55,348.2,1687807311,4860053,Y, ,77861,420,281.9
12/18/2014,N,EQ,CapGoods,BHEL,BHEL,245.05,248.5,258.7,248.5,257.35,1171684066,4584968,Y, ,39601,291.5,145.55
12/18/2014,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,647.8,650.1,659,639.6,653.3,814802690.1,1251785,Y, ,43640,785,316.05
12/18/2014,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,229.2,236,241.2,231.3,239.4,891316898.3,3783185,Y, ,49602,386,228.05
12/18/2014,N,EQ,Pharma,CIPLA,CIPLA LTD,605.5,609,629,609,625.35,980457209.6,1579359,Y, ,30180,673,366.5
12/18/2014,N,EQ,Metals,COALINDIA,COAL INDIA LTD,367.25,370.1,370.95,362.5,367.55,1181862099,3216002,Y, ,34565,423.7,240.3
12/18/2014,N,EQ,Housing,DLF,DLF LIMITED,133.6,137.5,139.35,133.5,135.9,1042026437,7656559,Y, ,49048,242.95,100.1
12/18/2014,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3160.35,3200,3220,3124,3151.25,1109963919,351199,Y, ,27243,3666.25,2246.5
12/18/2014,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,416.65,419.6,439,419,434,1219155877,2828159,Y, ,40677,551.9,332
12/18/2014,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3355.95,3372,3396.75,3305.2,3330.25,437948248.7,131615,Y, ,6516,3789,2426.35
12/18/2014,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1539.4,1545,1562,1520.1,1554.25,1341053386,871283,Y, ,43521,1776.25,1167.9
12/18/2014,N,EQ,FinSrvc,HDFC,HDFC LTD,1088.95,1102.5,1104.4,1076,1098.2,2211969469,2026732,Y, ,77972,1177.8,755
12/18/2014,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,921.85,932.6,936.5,922.05,934.05,1508432197,1623457,Y, ,63379,965.9,616.8
12/18/2014,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,3061.65,3112,3114.15,3028.05,3065.45,1568610515,511995,Y, ,37767,3269.95,1907.1
12/18/2014,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,147.1,149,154.95,149,152.95,1241131773,8113040,Y, ,46281,198.9,96.7
12/18/2014,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,766.35,767.2,770,753.05,765.95,891780364.7,1165188,Y, ,30303,829.75,537.2
12/18/2014,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,332.35,341.95,347,339.35,345.75,3316071752,9665072,Y, ,81259,1798.15,319.2
12/18/2014,N,EQ,FinSrvc,IDFC,IDFC LIMITED,152.05,154.5,155.9,151.8,154.6,802768944.4,5193639,Y, ,25067,166.65,88.05
12/18/2014,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,759.9,774,777.35,763.5,773.5,545558247,706968,Y, ,21017,799.25,369.5
12/18/2014,N,EQ,InfoTech,INFY,INFOSYS LIMITED,1938.5,1954,1981.8,1944.75,1965.9,9793454522,4987495,Y, ,115260,4402.2,1896.3
12/18/2014,N,EQ,Tobacco,ITC,ITC LTD,371.8,378.5,378.5,365,374.85,1558812936,4172895,Y, ,58431,400.3,310.35
12/18/2014,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,128.95,132.7,141.8,131.5,138.6,1058099483,7697709,Y, ,66878,351,125.1
12/18/2014,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1244.65,1257.15,1269.5,1240.5,1252.05,1079146106,861584,Y, ,32007,1315.5,630.5
12/18/2014,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1468.5,1495.25,1509,1479.35,1506.4,2809616788,1876910,Y, ,62832,1776.6,951.5
12/18/2014,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1392.55,1400,1429.75,1393,1425.55,470569056.3,332980,Y, ,16706,1497.5,855.4
12/18/2014,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1219.15,1235,1237,1206.05,1212.25,1083131175,889484,Y, ,47611,1433.7,846.6
12/18/2014,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3261.95,3300,3399.25,3270.05,3385.3,947004686.2,283235,Y, ,13184,3440,1540.4
12/18/2014,N,EQ,Metals,NMDC,NMDC LTD.,137.3,138.2,139.8,136.25,139.4,397543016.4,2867704,Y, ,20662,196,123.1
12/18/2014,N,EQ,Power,NTPC,NTPC LTD,128.1,129.55,134.2,129,132.95,1269867081,9639000,Y, ,22559,168.9,110.65
12/18/2014,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,343,350.05,351,342.95,344.95,1780249643,5134345,Y, ,99303,471.85,264.15
12/18/2014,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,1086.05,223,227.8,221.05,226,1237562133,5505357,Y, ,51267,1135.1,221.05
12/18/2014,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,131,132.05,133.35,129.55,131.6,424161583.6,3234628,Y, ,16872,150.9,93.25
12/18/2014,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,869.5,881.55,884.8,864.65,880.1,2999770666,3422050,Y, ,77641,1145.25,793.1
12/18/2014,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,301.75,310.8,312.6,304.5,307.1,5836047624,18921827,Y, ,175235,2979,287
12/18/2014,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,200.9,205.1,208.9,200.8,203.75,1153367805,5634219,Y, ,56010,318.3,168.85
12/18/2014,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,811.35,818.5,821,806.15,812,1796600369,2210484,Y, ,62060,932.5,552.55
12/18/2014,N,EQ,Auto,,TATA MOTORS LIMITED,475.8,481.05,490,480.85,484.9,2120513275,4370887,Y, ,77199,550.7,332.1
12/18/2014,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,78.5,80,82,79.9,81.4,216164454.7,2662912,Y, ,12649,115.6,71.4
12/18/2014,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,393.45,401.05,405.9,399.5,401.6,1774962568,4410200,Y, ,67585,579.9,332
12/18/2014,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2444.1,2455.1,2468.5,2434.8,2460.7,1817416899,740722,Y, ,45590,2839.7,1999.5
12/18/2014,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2495.75,2499,2557.95,2472.8,2549.4,765340772.5,303860,Y, ,23605,2734,1676.35
12/18/2014,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,2439.3,2457,2465,2418.8,2446.55,270406258.1,110961,Y, ,9499,2872,1634
12/18/2014,N,EQ,InfoTech,WIPRO,WIPRO LTD,535.15,537.9,540.05,531,537.95,727465283.3,1357551,Y, ,22309,621.9,474.7
12/18/2014,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,369.3,372.1,379.7,368.85,376.3,782208179.4,2078875,Y, ,33775,402.4,254.15
